ID,Name,IDParent
33426,Cee'd,33422.0
33427,Soul,33422.0
33428,Cadenza,33422.0
33429,Carnival,33422.0
33430,Carens,33422.0
33431,Clarus,33422.0
33432,Mohave,33422.0
33433,Opirus,33422.0
33434,Pride,33422.0
33435,Sephia,33422.0
33436,Shuma,33422.0
33437,Lada,33122.0
33438,Kalina (119),33437.0
33439,Samara (2108),33437.0
33440,Tavria,33437.0
33441,VAZ,33437.0
33442,Vega,33437.0
33443,Lamborghini,33122.0
33444,Aventador,33443.0
33445,Gallardo,33443.0
33446,Murcielago,33443.0
33447,Lancia,33122.0
33448,Dedra,33447.0
33449,Delta,33447.0
33450,Kappa,33447.0
33451,Thema,33447.0
33452,Y ( Ypsilon ),33447.0
33453,Lexus,33122.0
33454,GS430,33453.0
33455,GS460,33453.0
33456,Lincoln,33122.0
33457,Continental,33456.0
33458,LS,33456.0
33459,Mark,33456.0
33460,MKS,33456.0
33461,Town Car,33456.0
33462,Lotus,33122.0
33463,Elan,33462.0
33464,Elise,33462.0
33465,Esprit,33462.0
33466,Maserati,33122.0
33467,2 Series,33466.0
33468,4 Series,33466.0
33469,Cambiocorsa,33466.0
33470,Ghibli,33466.0
33471,GranCabrio,33466.0
33472,GranSport,33466.0
33473,GranTurismo,33466.0
33474,Quattroporte,33466.0
33475,Maybach,33122.0
33476,62,33475.0
33477,Mazda,33122.0
33478,2,33477.0
33479,2 (Assembled),33477.0
33480,3,33477.0
33481,3 (Assembled),33477.0
33482,121,33477.0
33483,323,33477.0
33484,626,33477.0
33485,929,33477.0
33486,Familia,33477.0
33487,Lantis,33477.0
33488,MX,33477.0
33489,RX,33477.0
33490,Xedos,33477.0
33491,McLaren,33122.0
33492,MP4-12C,33491.0
33493,Benz,33122.0
33494,AMG,33493.0
33495,A,33493.0
33496,B,33493.0
33497,C,33493.0
33498,CL,33493.0
33499,CLC,33493.0
33500,CLK,33493.0
33501,CLS,33493.0
33502,E,33493.0
33503,R,33493.0
33504,S,33493.0
33505,SL,33493.0
33506,SLK,33493.0
33507,190,33493.0
33508,200,33493.0
33509,220,33493.0
33510,230,33493.0
33511,240,33493.0
33512,250,33493.0
33513,260,33493.0
33514,280,33493.0
33515,300,33493.0
33516,350,33493.0
33517,380,33493.0
33518,400,33493.0
33519,420,33493.0
33520,450,33493.0
33521,500,33493.0
33522,560,33493.0
33523,600,33493.0
33524,Mercury,33122.0
33525,Grand Marquis,33524.0
33526,Sable,33524.0
33527,MG,33122.0
33528,F,33527.0
33529,ZR,33527.0
33530,ZS,33527.0
33531,ZT,33527.0
33532,Mini,33122.0
33533,One,33532.0
33534,Cooper,33532.0
33535,Clubman,33532.0
33536,Mitsubishi,33122.0
33537,3000GT,33536.0
33538,Carisma,33536.0
33539,Colt,33536.0
33540,Diamente,33536.0
33541,Pajero (Assembled),33536.0
33542,Galant,33536.0
33543,Sigma,33536.0
33544,Lancer,33536.0
33545,Lancer Evolution,33536.0
33546,Magna,33536.0
33547,Space Wagon,33536.0
33548,Starion,33536.0
33549,Moskwitsch,33122.0
33550,1500 SL,33549.0
33551,Aleko,33549.0
33552,Nissan,33122.0
33553,200SX,33552.0
33554,300ZX,33552.0
33555,350Z,33552.0
33556,Almera,33552.0
33557,Altima,33552.0
33558,Bluebird,33552.0
33559,Laurel,33552.0
33560,Maxima,33552.0
33561,Micra,33552.0
33562,Note,33552.0
33563,NX Coupe,33552.0
33564,Prairie,33552.0
33565,Primera,33552.0
33566,Serena,33552.0
33567,Skyline GT-R,33552.0
33568,Sunny,33552.0
33569,Tiida,33552.0
33570,Oldsmobile,33122.0
33571,88 ( Eighty-Eight ),33570.0
33572,Cutlass,33570.0
33573,Oltcit,33122.0
33574,Axel,33573.0
33575,Opel,33122.0
33576,Corsa,33575.0
33577,Meriva,33575.0
33578,Zafira,33575.0
33579,Astra,33575.0
33580,Insignia,33575.0
33581,Vectra,33575.0
33582,Agila,33575.0
33583,Ascona,33575.0
33584,Calibra,33575.0
33585,Commodore,33575.0
33586,GT (Roadster),33575.0
33587,Kadett,33575.0
33588,Manta,33575.0
33589,Omega,33575.0
33590,Rekord,33575.0
33591,Senator,33575.0
33592,Signum,33575.0
33593,Sintra,33575.0
33594,Tigra,33575.0
33595,Peugeot,33122.0
33596,106,33595.0
33597,107,33595.0
33598,205,33595.0
33599,206,33595.0
33600,206 +,33595.0
33601,207,33595.0
33602,305,33595.0
33603,306,33595.0
33604,307,33595.0
33605,308,33595.0
33606,309,33595.0
33607,405,33595.0
33608,406,33595.0
33609,407,33595.0
33610,504,33595.0
33611,505,33595.0
33612,508,33595.0
33613,605,33595.0
33614,607,33595.0
33615,806,33595.0
33616,807,33595.0
33617,3008,33595.0
33618,5008,33595.0
33619,RCZ,33595.0
33620,Plymouth,33122.0
33621,Laser,33620.0
33622,Prowler,33620.0
33623,Sundance,33620.0
33624,Pontiac,33122.0
33625,6000,33624.0
33626,Bonneville,33624.0
33627,Fiero,33624.0
33628,Firebird,33624.0
33629,Grand Am,33624.0
33630,Grand Prix,33624.0
33631,Solstice,33624.0
33632,Sunbird,33624.0
33633,Sunfire,33624.0
33634,Porsche,33122.0
33635,911,33634.0
33636,924,33634.0
33637,928,33634.0
33638,944,33634.0
33639,Boxster,33634.0
33640,Cayman,33634.0
33641,GT,33634.0
33642,Panamera,33634.0
33643,Proton,33122.0
33644,218,33643.0
33645,315,33643.0
33646,316,33643.0
33647,413,33643.0
33648,415,33643.0
33649,416,33643.0
33650,418,33643.0
33651,420,33643.0
33652,Gen 2,33643.0
33653,Saga,33643.0
33654,Savvy,33643.0
33655,Wira,33643.0
33656,Renault,33122.0
33657,Clio Symbol,33656.0
33658,Clio,33656.0
33659,Megane,33656.0
33660,Fluence,33656.0
33661,Scenic,33656.0
33662,Laguna,33656.0
33663,Latitude,33656.0
33664,Espace,33656.0
33665,Vel Satis,33656.0
33666,Safrane,33656.0
33667,Modus,33656.0
33668,Twingo,33656.0
33669,Fuego,33656.0
33670,Avantime,33656.0
33671,R 5,33656.0
33672,R 9,33656.0
33673,R 11,33656.0
33674,R 12,33656.0
33675,R 19,33656.0
33676,R 21,33656.0
33677,R 25,33656.0
33678,Rolls-Royce,33122.0
33679,Ghost,33678.0
33680,Phantom,33678.0
33681,Rover,33122.0
33682,25,33681.0
33683,45,33681.0
33684,75,33681.0
33685,200,33681.0
33686,214,33681.0
33687,216,33681.0
33688,218,33681.0
33689,220,33681.0
33690,400,33681.0
33691,414,33681.0
33692,416,33681.0
33693,420,33681.0
33694,620,33681.0
33695,623,33681.0
33696,820,33681.0
33697,827,33681.0
33698,Streetwise,33681.0
33699,Saab,33122.0
33700,900,33699.0
33701,9000,33699.0
33702,9-3,33699.0
33703,9-5,33699.0
33704,Seat,33122.0
33705,Alhambra,33704.0
33706,Altea,33704.0
33707,Arosa,33704.0
33708,Cordoba,33704.0
33709,Exeo,33704.0
33710,Ibiza,33704.0
33711,Leon,33704.0
33712,Malaga,33704.0
33713,Marbella,33704.0
33714,Toledo,33704.0
33715,Skoda,33122.0
33716,Fabia,33715.0
33717,Favorit,33715.0
33718,Felicia,33715.0
33719,Forman,33715.0
33720,Octavia,33715.0
33721,Roomster,33715.0
33722,Superb,33715.0
33723,Smart,33122.0
33724,Forfour,33723.0
33725,Fortwo,33723.0
33726,Roadster,33723.0
33727,Subaru,33122.0
33728,Impreza,33727.0
33729,Justy,33727.0
33730,Legacy,33727.0
33731,Leone,33727.0
33732,Outback,33727.0
33733,SVX,33727.0
33734,Vivio,33727.0
33735,Suzuki,33122.0
33736,Alto,33735.0
33737,Baleno,33735.0
33738,Kizashi,33735.0
33739,Maruti,33735.0
33740,Splash,33735.0
33741,Swift,33735.0
33742,SX4,33735.0
33743,Wagon R+,33735.0
33744,Tata,33122.0
33745,Indica,33744.0
33746,Indigo,33744.0
33747,Vista,33744.0
33748,TofaÅŸ,33122.0
33749,Dogan,33748.0
33750,Kartal,33748.0
33751,Murat,33748.0
33752,Sahin,33748.0
33753,SerÃ§e,33748.0
33754,Toyota,33122.0
33755,Auris,33754.0
33756,Avensis,33754.0
33757,Camry,33754.0
33758,Carina,33754.0
33759,Celica,33754.0
33760,Corolla,33754.0
33761,Corona,33754.0
33762,Cressida,33754.0
33763,Cresta,33754.0
33764,Crown,33754.0
33765,Matrix,33754.0
33766,MR2,33754.0
33767,Prius,33754.0
33768,Starlet,33754.0
33769,Supra,33754.0
33770,Tercel,33754.0
33771,Urban Crusier,33754.0
33772,Verso,33754.0
33773,Yaris,33754.0
33774,Trabant,33122.0
33775,600,33774.0
33776,601,33774.0
33777,Volkswagen,33122.0
33778,Bora,33777.0
33779,Corrado,33777.0
33780,Derby,33777.0
33781,Eos,33777.0
33782,Golf,33777.0
33783,Jetta,33777.0
33784,Lupo,33777.0
33785,New Beetle,33777.0
33786,Passat,33777.0
33787,Phaeton,33777.0
33788,Polo,33777.0
33789,Santana,33777.0
33790,Scirocco,33777.0
33791,Sharan,33777.0
33792,Touran,33777.0
33793,Vento,33777.0
33794,Volvo,33122.0
33795,C30,33794.0
33796,C70,33794.0
33797,S40,33794.0
33798,S60,33794.0
33799,S70,33794.0
33800,S80,33794.0
33801,S90,33794.0
33802,V40,33794.0
33803,V50,33794.0
33804,V60,33794.0
33805,V70,33794.0
33806,140,33794.0
33807,244,33794.0
33808,245,33794.0
33809,264,33794.0
33810,340,33794.0
33811,440,33794.0
33812,460,33794.0
33813,740,33794.0
33814,760,33794.0
33815,850,33794.0
33816,940,33794.0
33817,960,33794.0
33818,Wiesmann,33122.0
33819,MF3,33818.0
33820,MF4,33818.0
33821,MF5,33818.0
33822,Other Makes,33122.0
33823,Other Series,33822.0
33824,Motorcycles,33121.0
33825,Apachi,33824.0
33826,XZ 250R,33825.0
33827,Aprilia,33824.0
33828,Area 51,33827.0
33829,Atlantic 200,33827.0
33830,Atlantic 250,33827.0
33831,Atlantic 500 Sprint,33827.0
33832,Caponord,33827.0
33833,Futura RST 1000,33827.0
33834,Leonardo 150,33827.0
33835,Mana 850 S ABS,33827.0
33836,Mojito 125 Custom,33827.0
33837,Pegaso 650,33827.0
33838,Rally 50,33827.0
33839,RS 125,33827.0
33840,RS 250,33827.0
33841,RSV 4 Factory,33827.0
33842,RSV Mille,33827.0
33843,Scarabeo 200,33827.0
33844,Scarabeo 500,33827.0
33845,Shiver 750,33827.0
33846,Sonic 50,33827.0
33847,Sporcity 250,33827.0
33848,SR 125,33827.0
33849,SR 150,33827.0
33850,SR 50,33827.0
33851,Other Models,33827.0
33852,Armode,33824.0
33853,Other Models,33852.0
33854,Arora,33824.0
33855,AR 03Z 250,33854.0
33856,AR 06Z 250,33854.0
33857,AR 100-7,33854.0
33858,AR 125-3,33854.0
33859,AR 150-A,33854.0
33860,AR 150-T,33854.0
33861,AR 150 T2,33854.0
33862,AR 250 ZH,33854.0
33863,KS 150-23,33854.0
33864,KS 200,33854.0
33865,TDR 601 SZ,33854.0
33866,YM 150-A,33854.0
33867,YM 150-T,33854.0
33868,Other Models,33854.0
33869,Asya,33824.0
33870,AS 100-7 Turkcub,33869.0
33871,AS 100-7 Turkcub LÃ¼ks,33869.0
33872,AS 100-8,33869.0
33873,AS 110-8,33869.0
33874,AS 125,33869.0
33875,AS 125 T,33869.0
33876,AS 125 T-15,33869.0
33877,AS 125 T21,33869.0
33878,AS 150-12,33869.0
33879,AS 150 T,33869.0
33880,AS 150 T1,33869.0
33881,AS 150 T 19 A,33869.0
33882,AS 150 T5A,33869.0
33883,AS 150 T6A,33869.0
33884,AS 150 T7B,33869.0
33885,AS 200 GY2,33869.0
33886,Ghost 350,33869.0
33887,HJ 125 T,33869.0
33888,Pars 250,33869.0
33889,Other Models,33869.0
33890,Baotian,33824.0
33891,BT125T - 2,33890.0
33892,BT50QT - 11,33890.0
33893,Belderia,33824.0
33894,BD 100,33893.0
33895,BD 125,33893.0
33896,ED 100,33893.0
33897,FC 125-36A,33893.0
33898,FC 150,33893.0
33899,Pexma 100-5,33893.0
33900,Pexma 150 T-11,33893.0
33901,Other Models,33893.0
33902,Betta,33824.0
33903,Alp 4.0,33902.0
33904,Bianchi,33824.0
33905,Cosmos 110,33904.0
33906,Falcon 125,33904.0
33907,Hunter 125,33904.0
33908,Mach-1 150,33904.0
33909,Mirror 50,33904.0
33910,Other Models,33904.0
33911,Bimota,33824.0
33912,Other Models,33911.0
33913,Bisan,33824.0
33914,Ceylan,33913.0
33915,Motocup 100,33913.0
33916,Pasific 125,33913.0
33917,Pasific 150,33913.0
33918,Rival,33913.0
33919,Roadstar 250,33913.0
33920,Roadstar Cub,33913.0
33921,Santana 125,33913.0
33922,Senator 150,33913.0
33923,Shalter,33913.0
33924,Spx,33913.0
33925,Star,33913.0
33926,Terra 125,33913.0
33927,Other Models,33913.0
33928,BMW,33824.0
33929,C1,33928.0
33930,F 650,33928.0
33931,F 650 CS,33928.0
33932,F 650 GS,33928.0
33933,F 650 GS Dakar,33928.0
33934,F 650ST,33928.0
33935,F 800 GS,33928.0
33936,F 800 R,33928.0
33937,F 800S,33928.0
33938,F 800ST,33928.0
33939,G 450 X,33928.0
33940,K 100 RS,33928.0
33941,K 100 RT,33928.0
33942,K 1100 LT,33928.0
33943,K 1200 GT,33928.0
33944,K 1200 LT,33928.0
33945,K 1200 R,33928.0
33946,K 1200 RS,33928.0
33947,K 1200 S,33928.0
33948,K 1300 R,33928.0
33949,K 1300 S,33928.0
33950,R 60-6,33928.0
33951,R 60-7,33928.0
33952,R 65,33928.0
33953,R 75,33928.0
33954,R 80,33928.0
33955,R 800 RT,33928.0
33956,R 80 GS,33928.0
33957,R 1100 GS,33928.0
33958,R 1100 R,33928.0
33959,R 1100 RT,33928.0
33960,R 1150 GS,33928.0
33961,R 1150 GS Adventure,33928.0
33962,R 1150 R,33928.0
33963,R 1150 RT,33928.0
33964,R 1200 C,33928.0
33965,R 1200 CL,33928.0
33966,R 1200 GS,33928.0
33967,R 1200 GS Adventure,33928.0
33968,R 1200 R,33928.0
33969,R 1200 RT,33928.0
33970,R 1200 ST,33928.0
33971,S 1000 RR,33928.0
33972,Other Models,33928.0
33973,Bombardier (BRP),33824.0
33974,Can-Am Spyder Roadster,33973.0
33975,Borelli Ledow,33824.0
33976,CXM 250a,33975.0
33977,Other Models,33975.0
33978,BuMoto/Jinling,33824.0
33979,200,33978.0
33980,Cagiva,33824.0
33981,Mito 125,33980.0
33982,Other Models,33980.0
33983,Ã‡elik Motor,33824.0
33984,Classic 125,33983.0
33985,Crown 150,33983.0
33986,Crown 250,33983.0
33987,Cup 110,33983.0
33988,Enduru 150,33983.0
33989,Martian 150,33983.0
33990,Thunder 150,33983.0
33991,Tiger 150,33983.0
33992,Trifox 150,33983.0
33993,Victory 125,33983.0
33994,Wind Hunter 150,33983.0
33995,Other Models,33983.0
33996,Cfmoto,33824.0
33997,Jet Max,33996.0
33998,E-Charm 150,33996.0
33999,CF 150,33996.0
34000,Cheeta,33824.0
34001,150T-2,34000.0
34002,150T-3,34000.0
34003,CT125-4,34000.0
34004,Cosmopolitan,33824.0
34005,Other Models,34004.0
34006,Daelim,33824.0
34007,History 125,34006.0
34008,S2 250,34006.0
34009,VS 125,34006.0
34010,VT 125,34006.0
34011,Other Models,34006.0
34012,Dayun,33824.0
34013,ATL 125,34012.0
34014,Toledo 110,34012.0
34015,Derbi,33824.0
34016,Atlantis,34015.0
34017,GP1 250,34015.0
34018,GPR 125 R,34015.0
34019,Senda,34015.0
34020,Terra 125,34015.0
34021,Dorado,33824.0
34022,Akida Scooter 125,34021.0
34023,Akida Scooter 150,34021.0
34024,Corvus,34021.0
34025,Daphne,34021.0
34026,Dragos,34021.0
34027,Poseidon,34021.0
34028,Sandor 150,34021.0
34029,Sandor 250,34021.0
34030,Other Models,34021.0
34031,Ducati,33824.0
34032,748,34031.0
34033,749,34031.0
34034,848,34031.0
34035,848 Evo,34031.0
34036,848 Evo Corse SE,34031.0
34037,999,34031.0
34038,1000 GT,34031.0
34039,1098,34031.0
34040,1098 S,34031.0
34041,1198S,34031.0
34042,1198 SP,34031.0
34043,1199 Panigale,34031.0
34044,Diavel,34031.0
34045,Hypermotard 1100,34031.0
34046,Hypermotard 1100 Evo,34031.0
34047,Hypermotard 1100 Evo SP,34031.0
34048,Hypermotard 1100 S,34031.0
34049,Hypermotard 796,34031.0
34050,Monster 600,34031.0
34051,Monster 620ie,34031.0
34052,Monster 695,34031.0
34053,Monster 696,34031.0
34054,Monster 796,34031.0
34055,Monster 900,34031.0
34056,Monster 1100,34031.0
34057,Multistrada,34031.0
34058,Multistrada 1100,34031.0
34059,Multistrada 1200,34031.0
34060,S2R 800,34031.0
34061,S4RS,34031.0
34062,ST 4s,34031.0
34063,Streetfighter,34031.0
34064,Streetfighter S,34031.0
34065,Other Models,34031.0
34066,Elitte,33824.0
34067,125 T-6,34066.0
34068,150 T-10,34066.0
34069,150 T-4,34066.0
34070,Other Models,34066.0
34071,Ersi,33824.0
34072,ES125-2,34071.0
34073,JSD100CUP,34071.0
34074,YB125T-15,34071.0
34075,YB125T-22,34071.0
34076,YB150T-2,34071.0
34077,YB50QT-3,34071.0
34078,Other Models,34071.0
34079,FYM,33824.0
34080,FY 100-10A,34079.0
34081,FY 250,34079.0
34082,Gas Gas,33824.0
34083,EC 250,34082.0
34084,EC 250 F,34082.0
34085,EC Racing 300,34082.0
34086,EC Six Days 250cc,34082.0
34087,EC Six Days 300cc,34082.0
34088,TXT Pro 250,34082.0
34089,Gelly,33824.0
34090,JL 150,34089.0
34091,Gilera,33824.0
34092,CX 125,34091.0
34093,DNA 180,34091.0
34094,Fuoco 500,34091.0
34095,GFR 125,34091.0
34096,GP 800,34091.0
34097,MX125,34091.0
34098,Nexus 250,34091.0
34099,Nexus 300,34091.0
34100,Nexus 500,34091.0
34101,R 125,34091.0
34102,Runner 180,34091.0
34103,Runner 200 ST,34091.0
34104,Runner VXR 200,34091.0
34105,Other Models,34091.0
34106,Gomoto,33824.0
34107,FRS 125,34106.0
34108,FRS 150,34106.0
34109,Movente,34106.0
34110,Haojin,33824.0
34111,AS 125 T,34110.0
34112,AS 150 T1,34110.0
34113,HJ 110-8,34110.0
34114,HJ 125 ST,34110.0
34115,Other Models,34110.0
34116,Harley-Davidson,33824.0
34117,Dyna Fat Bob FXDF,34116.0
34118,Dyna Low Rider FXDLI,34116.0
34119,Dyna Street Bob,34116.0
34120,Dyna Super Glide Custom FXDCI,34116.0
34121,Dyna Super Glide Sport FXDXI,34116.0
34122,Dyna Wide Glide FXDWGI,34116.0
34123,Electra Glide Standard FLHTI,34116.0
34124,Fat Boy FLSTFI,34116.0
34125,Heritage Softail Classic FLSTCI,34116.0
34126,Heritage Springer FLSTS,34116.0
34127,Night Rod Special VRSCDX,34116.0
34128,Road King Classic FLHRCI,34116.0
34129,Road King Custom FLHRSI,34116.0
34130,Softail Custom FXSTC,34116.0
34131,Softail Deluxe FLSTNI,34116.0
34132,Softail Deuce FXSTDI,34116.0
34133,Softail Rocker C,34116.0
34134,Softail Springer Classic FLSTSCI,34116.0
34135,Softail Standard FXSTI,34116.0
34136,Sportster 1200 Custom,34116.0
34137,Sportster 1200 Nightster,34116.0
34138,Sportster 883 Low,34116.0
34139,Sportster Custom XL1200C,34116.0
34140,Sportster Custom XL883C,34116.0
34141,Sportster Iron 883,34116.0
34142,Sportster XL 1200X,34116.0
34143,Sportster XL883,34116.0
34144,Sportster XR1200,34116.0
34145,Street Rod VRSCR,34116.0
34146,Ultra Classic Electra Glide FLHTCUI,34116.0
34147,VRSC Night Rod,34116.0
34148,VRSC V-Rod,34116.0
34149,VRSC V-Rod Muscle,34116.0
34150,Other Models,34116.0
34151,Harput,33824.0
34152,Victory,34151.0
34153,Hero,33824.0
34154,Other Models,34153.0
34155,Honda,33824.0
34156,Activa 100,34155.0
34157,Activa 110,34155.0
34158,Bali,34155.0
34159,Beat,34155.0
34160,C 90,34155.0
34161,CB 600 F Hornet,34155.0
34162,CB 900 Hornet,34155.0
34163,Innova 125,34155.0
34164,CBF 150,34155.0
34165,CBF 250,34155.0
34166,CBF 500,34155.0
34167,CBF 600,34155.0
34168,CBF 1000,34155.0
